,综合打分,市学科带头人人数,市级优秀教师人数,环境管理评级通过批次,家长评分,学校等级,学区房平均价格,学区房溢价,所属学区,多校划片后原学区房的平均溢价,多校划片后原学区房的平均价格,学校
0,28.666666666666664,0,0,1,7.0,区重点,111156.0,9079.159568966832,新街口学区,9079.159568966832,111156.0,北京第二实验小学玉桃园分校
1,18.0,0,0,1,6.0,普通,106631.27777777778,4554.437346744613,大栅栏-椿树-天桥学区,4554.437346744613,106631.27777777778,新世纪实验小学
2,18.0,0,0,1,6.0,普通,80375.66666666667,-21701.173764366496,广安门外学区,-21701.173764366496,80375.66666666667,红莲小学
3,18.666666666666668,0,0,0,7.0,区重点,132568.2,30491.359568966844,长安街学区,30491.359568966844,132568.2,力学小学
4,20.0,0,0,2,4.0,普通,89515.11111111111,-12561.729319922058,广安门内-牛街学区,-12561.729319922058,89515.11111111111,登莱小学
5,38.66666666666666,0,0,2,7.0,区重点,109327.43589743589,7250.595466402723,展览路学区,7250.595466402723,109327.43589743589,展览路第一小学
6,32.666666666666664,0,1,0,8.0,市重点,115491.0,13414.159568966832,陶然亭-白纸坊学区,13414.159568966832,115491.0,育才小学
7,28.666666666666664,0,0,1,7.0,区重点,122536.78571428571,20459.945283252542,月坛学区,20459.945283252542,122536.78571428571,北京第二实验小学白云路分校
8,0.0,0,0,0,4.0,普通,152666.66666666666,50589.82623563349,什刹海学区,50589.82623563349,152666.66666666666,雷锋小学
9,22.000000000000004,0,0,1,7.0,普通,153542.16666666666,51465.32623563349,什刹海学区,51465.32623563349,153542.16666666666,北京市第十三中学附属小学
10,12.0,0,0,0,7.0,普通,124820.875,22744.034568966832,什刹海学区,22744.034568966832,124820.875,鸦儿胡同小学
11,42.00000000000001,0,1,2,7.0,区重点,149327.76923076922,47250.92879973605,什刹海学区,47250.92879973605,149327.76923076922,厂桥小学
12,24.666666666666668,0,0,1,6.0,区重点,140709.875,38633.03456896683,什刹海学区,38633.03456896683,140709.875,西什库小学
13,49.333333333333336,0,0,2,8.0,市重点,124794.22222222222,22717.38179118905,月坛学区,22717.38179118905,124794.22222222222,三里河第三小学
14,52.666666666666664,0,1,2,8.0,市重点,128762.07407407407,26685.233643040905,月坛学区,26685.233643040905,128762.07407407407,中古友谊小学
15,46.0,0,2,1,8.0,市重点,130427.25925925926,28350.418828226087,月坛学区,28350.418828226087,130427.25925925926,育民小学
16,38.66666666666666,0,4,0,7.0,市重点,100179.34285714285,-1897.4975738903158,陶然亭-白纸坊学区,-1897.4975738903158,100179.34285714285,宣武师范学校附属第一小学
17,35.333333333333336,0,1,2,7.0,普通,116893.13333333333,14816.292902300163,陶然亭-白纸坊学区,14816.292902300163,116893.13333333333,陶然亭小学
18,28.666666666666664,0,0,1,7.0,区重点,100223.70370370371,-1853.13672732946,陶然亭-白纸坊学区,-1853.13672732946,100223.70370370371,北京市第十五中学附属小学
