,当前学区房价格,教育花费(千元/年),时间成本(分钟),占有教育资源,学校,学区,教育花费效率,时间成本效率,学区内教育资源占有差别,西城区教育资源占有差别,小区,户数
0,105420.0,103.0836544,6.483333333333333,38.0,进步小学,展览路学区,0.1454009516154953,-1.7708333333333337,5.941566113124402,3.7031857434886604,车公庄大街北里,2516
1,87986.0,86.06249152,3.8333333333333335,18.0,西城区实验小学,陶然亭-白纸坊学区,-0.08927062015419972,-8.355555555555556,-9.262577031585828,-16.29681425651134,中华家园,192
2,136251.0,134.64457632000003,26.883333333333333,46.0,育翔小学,德胜学区,0.17307395041533258,-0.1243781094527364,8.722037402499765,11.70318574348866,新明胡同小区,919
3,84424.0,82.58483968,2.283333333333333,27.999999999999996,三义里小学,广安门外学区,0.04681540127887865,-9.6969696969697,-4.567545485343064,-6.296814256511343,三义西里,578
4,137287.0,134.19604384,2.8,38.66666666666666,五路通小学,德胜学区,0.11399459178910576,-3.9263803680981644,1.3887040691664225,4.369852410155318,北广家园,483
5,156740.0,154.6483968,40.0,46.0,育翔小学,德胜学区,0.14890799586947087,-0.08350730688935289,8.722037402499765,11.70318574348866,新风北里,460
6,100754.0,98.52814528000003,2.3833333333333333,10.0,椿树馆小学,广安门外学区,-0.16830197803833727,-17.10144927536232,-22.56754548534306,-24.29681425651134,车站东街甲9号院,156
7,83706.0,83.34384192,17.983333333333334,27.999999999999996,三义里小学,广安门外学区,0.0463216175453112,-1.1918063314711362,-4.567545485343064,-6.296814256511343,马连道路5号院,406
8,113112.0,110.59350783999997,4.816666666666666,28.666666666666664,北京第二实验小学白云路分校,月坛学区,0.040318391174140294,-4.366197183098593,-12.924889678842852,-5.630147589844675,汽北小区,1122
9,98033.0,95.87157856,2.316666666666667,27.999999999999996,三义里小学,广安门外学区,0.03945315782058877,-9.552238805970152,-4.567545485343064,-6.296814256511343,三义里,749
10,147259.0,145.39190688000002,26.033333333333335,22.000000000000004,北京市第十三中学附属小学,什刹海学区,-0.019899204527468264,-1.0533076429030184,-19.00249687890138,-12.296814256511336,新街口东街,326
11,97851.0,95.69388832,7.016666666666667,18.0,西城区实验小学,陶然亭-白纸坊学区,-0.07907261581548748,-4.519230769230769,-9.262577031585828,-16.29681425651134,建功东里,350
12,135789.0,132.73351648,1.0166666666666666,89.33333333333333,黄城根小学官园分校,新街口学区,0.5328924434846819,42.857142857142854,39.143086172344695,55.03651907682199,官园胡同小区,436
13,104475.0,104.35103199999999,27.566666666666666,35.333333333333336,康乐里小学,广安门内-牛街学区,0.11473502648385593,-0.509399636143117,1.2439347052001608,1.036519076821996,长椿苑,204
