,当前学区房价格,教育花费(千元/年),时间成本(分钟),占有教育资源,学校,学区,教育花费效率,时间成本效率,学区内教育资源占有差别,西城区教育资源占有差别,小区,户数
294,148367.3487561563,146.47400993761053,26.083333333333332,42.00000000000001,厂桥小学,什刹海学区,0.13154194635732097,-0.2820512820512819,0.9975031210986245,7.7031857434886675,航空胡同40号院,156
295,134565.7037533594,132.99918788847984,22.6,38.66666666666666,展览路第一小学,展览路学区,0.11834763092154359,-0.47372316802368664,6.608232779791059,4.369852410155318,展览路葡萄园,220
296,143394.25383379692,140.1586779030126,8.183333333333334,38.66666666666666,宣武师范学校附属第一小学,陶然亭-白纸坊学区,0.11159374863201102,-1.3168724279835406,11.40408963508083,4.369852410155318,白纸坊西街6号院,527
297,135561.3948143438,133.97130098514015,23.55,27.999999999999996,三义里小学,广安门外学区,0.027948337344608765,-0.9090909090909093,-4.567545485343064,-6.296814256511343,马连道中里(三区),576
298,235879.6143758907,230.45398510746955,8.733333333333333,20.0,京师附小,新街口学区,-0.021629936535122123,-3.3911368015414265,-30.190247160988633,-14.29681425651134,西四北三条小区,73
299,175340.7938106563,172.80872381321998,15.3,38.0,进步小学,展览路学区,0.0843320877065871,-0.7447973713033955,5.941566113124402,3.7031857434886604,三塔社区,300
300,131921.6950544063,130.41778931551795,26.116666666666667,39.33333333333333,北京小学天宁寺分校,广安门外学区,0.12674910061852213,-0.3841229193341872,6.765787847990268,5.036519076821989,小马厂南里,414
301,120550.98354370316,119.31633625338826,23.166666666666668,18.0,西城区实验小学,陶然亭-白纸坊学区,-0.06372711671673151,-1.3574007220216606,-9.262577031585828,-16.29681425651134,建功北里(五区),337
302,161312.6726445938,159.11278855636985,22.833333333333332,38.66666666666666,展览路第一小学,展览路学区,0.09694675421540726,-0.46886446886446936,6.608232779791059,4.369852410155318,阜外大街甲40号院,208
303,213040.36437271882,209.61556854437285,15.666666666666666,46.0,育民小学,月坛学区,0.10945113260181669,-0.21390374331550818,4.408443654490483,11.70318574348866,广电总局西便门小区,606
304,130616.44190043754,129.14344455623515,14.483333333333333,38.66666666666666,北京第二实验小学广外分校,广安门外学区,0.1223350373824869,-0.7407407407407416,6.099121181323596,4.369852410155318,广安门住宅小区,210
305,187128.2750655938,182.85707751204052,6.483333333333333,52.666666666666664,中古友谊小学,月坛学区,0.16651456774725712,0.5208333333333326,11.075110321157148,18.369852410155325,三里河一区(2号院),420
306,212252.3881360313,208.84625158497002,25.933333333333334,46.0,育翔小学,德胜学区,0.10988484781733483,-0.12894906511927798,8.722037402499765,11.70318574348866,新街口外大街小区,238
307,128591.55738745317,127.16650930851829,30.0,39.33333333333333,北京小学广内分校,广安门内-牛街学区,0.13041339224150836,-0.33426183844011165,5.243934705200154,5.036519076821989,长椿里小区,431
308,178871.9458237032,176.2562581465979,23.366666666666667,35.333333333333336,自忠小学,长安街学区,0.0660259523159092,-0.6012884753042232,6.59361923421136,1.036519076821996,东斜街16号小区,144
309,160948.1666303438,157.29691404453723,6.183333333333334,18.0,北京市西城外国语学校附属小学,展览路学区,-0.04675301733896362,-5.136612021857924,-14.058433886875598,-16.29681425651134,百万庄大街7号院,270
310,174830.21737157818,170.8502378242192,3.65,28.666666666666664,北京第二实验小学白云路分校,月坛学区,0.025616949638650847,-5.794392523364488,-12.924889678842852,-5.630147589844675,复兴门外大街11号小区,312
311,160690.8682673438,158.5057085067731,23.833333333333332,38.66666666666666,阜成门外第一小学,展览路学区,0.09735602811183117,-0.44912280701754437,6.608232779791059,4.369852410155318,北营房东里,685
312,120073.90949564066,118.8505593187839,15.816666666666666,30.666666666666664,宣武回民小学,广安门内-牛街学区,0.057610911473319766,-1.186440677966102,-3.4227319614665106,-3.6301475898446753,广安门内大街小区,552
313,121077.6411304688,118.3705225884993,5.583333333333333,39.33333333333333,北京小学广内分校,广安门内-牛街学区,0.1414787801048015,-1.8181818181818195,5.243934705200154,5.036519076821989,广安门北街20号小区,312
