,综合打分,市学科带头人人数,市级优秀教师人数,环境管理评级通过批次,家长评分,学校等级,学区房平均价格,学区房溢价,所属学区,多校划片后原学区房的平均溢价,多校划片后原学区房的平均价格,学校
21,18.666666666666668,0,0,0,7.0,区重点,108704.02500000001,1523.3425474151736,展览路学区,33524.56112782283,140705.24358040767,奋斗小学银河校区
22,38.66666666666666,0,0,2,7.0,区重点,115749.9677419355,8569.285289350664,展览路学区,33524.5611278228,140705.24358040764,阜成门外第一小学
23,18.0,0,0,1,6.0,普通,113796.51500000003,6615.832547415193,展览路学区,33524.56112782277,140705.2435804076,北京市西城外国语学校附属小学
24,38.0,0,1,2,6.0,区重点,108907.77692307693,1727.0944704920985,展览路学区,33524.56112782283,140705.24358040767,进步小学
25,35.333333333333336,0,2,1,7.0,区重点,115611.3,8430.617547415168,广安门内-牛街学区,17047.790064925925,124228.47251751076,康乐里小学
26,30.666666666666664,0,2,2,5.0,普通,99900.61666666664,-7280.065785918196,广安门内-牛街学区,17047.790064925954,124228.47251751079,宣武回民小学
27,39.33333333333333,0,0,1,8.0,市重点,110534.50625000002,3353.8237974151853,广安门内-牛街学区,17047.790064925925,124228.47251751076,北京小学广内分校
28,35.333333333333336,0,0,1,7.0,市重点,170154.88,62974.19754741517,长安街学区,37621.147555374875,144801.8300079597,自忠小学
29,27.999999999999996,0,0,2,6.0,普通,93377.82391304347,-13802.858539541368,广安门外学区,17047.790064925983,124228.47251751082,三义里小学
30,49.333333333333336,0,0,2,8.0,市重点,101018.51666666666,-6162.165785918172,广安门外学区,17047.79006492594,124228.47251751077,北京小学红山分校
31,22.000000000000004,0,0,1,7.0,普通,92653.80833333332,-14526.874119251515,广安门外学区,17047.79006492597,124228.4725175108,青年湖小学
32,38.66666666666666,0,0,2,7.0,区重点,95570.1375,-11610.544952584838,广安门外学区,17047.79006492594,124228.47251751077,北京第二实验小学广外分校
33,10.0,0,0,1,4.0,普通,100740.55384615387,-6440.128606430968,广安门外学区,17047.79006492594,124228.47251751077,椿树馆小学
34,10.0,0,0,1,4.0,普通,137186.85,30006.16754741517,大栅栏-椿树-天桥学区,26111.26318658142,133291.94563916625,炭儿胡同小学
35,42.666666666666664,0,1,1,8.0,市重点,143556.97500000003,36376.2925474152,大栅栏-椿树-天桥学区,26111.26318658139,133291.94563916622,北京第一实验小学前门分校
36,20.0,0,0,2,4.0,普通,153534.255,46353.57254741517,新街口学区,36391.919712252085,143572.60216483692,京师附小
37,22.000000000000004,0,0,1,7.0,普通,134462.25,27281.567547415165,新街口学区,36391.919712252115,143572.60216483695,志成小学
38,89.33333333333333,1,6,2,8.0,市重点,148931.52272727274,41750.8402746879,新街口学区,36391.919712252085,143572.60216483692,黄城根小学官园分校
39,89.33333333333333,1,6,2,8.0,市重点,160822.725,53642.04254741517,什刹海学区,45016.048790203335,152196.73124278817,黄城根小学
40,46.0,0,2,1,8.0,市重点,151187.48513513512,44006.80268255029,德胜学区,37139.870717729515,144320.55317031435,育翔小学
41,24.666666666666668,0,0,1,6.0,区重点,131381.25,24200.567547415165,德胜学区,37139.870717729515,144320.55317031435,三帆中学附属小学
42,18.666666666666668,0,0,0,7.0,区重点,148701.98,41521.297547415175,德胜学区,37139.870717729544,144320.55317031438,北京第二实验小学德胜校区
43,38.66666666666666,0,0,2,7.0,区重点,142754.47199999998,35573.789547415145,德胜学区,37139.870717729544,144320.55317031438,五路通小学
44,49.333333333333336,0,0,2,8.0,市重点,119197.83750000001,12017.155047415174,德胜学区,37139.870717729515,144320.55317031435,北京西城区师范学校附属小学
45,59.333333333333336,0,3,2,8.0,市重点,182295.87352941177,75115.19107682693,金融街学区,23137.01050193947,130317.6929545243,奋斗小学
46,35.333333333333336,0,2,1,7.0,区重点,179784.3075,72603.62504741516,金融街学区,23137.01050193947,130317.6929545243,西单小学
47,22.000000000000004,0,0,1,7.0,普通,157506.30000000002,50325.61754741518,金融街学区,23137.01050193947,130317.6929545243,华嘉小学
48,18.0,0,0,1,6.0,普通,173350.5,66169.81754741516,金融街学区,23137.010501939483,130317.69295452432,北京第二实验小学涭水河分校
49,90.0,1,6,1,9.0,全国重点,192317.125,85136.44254741516,金融街学区,23137.010501939483,130317.69295452432,北京第二实验小学
50,39.33333333333333,0,0,1,8.0,市重点,96428.60294117648,-10752.07951140836,广安门外学区,17047.790064925925,124228.47251751076,北京小学天宁寺分校
51,18.0,0,0,1,6.0,普通,91303.63846153844,-15877.04399104639,陶然亭-白纸坊学区,-80.4467147384712,107100.23573784636,西城区实验小学
52,28.666666666666664,0,0,1,7.0,区重点,141110.92500000002,33930.24254741518,长安街学区,37621.147555374846,144801.83000795968,顺城街第一小学
53,25.33333333333333,0,0,0,7.0,市重点,95315.01000000001,-11865.672452584826,广安门外学区,17047.790064925925,124228.47251751076,北京小学广外分校
