,当前学区房价格,教育花费(千元/年),时间成本(分钟),占有教育资源,学校,学区,教育花费效率,时间成本效率,学区内教育资源占有差别,西城区教育资源占有差别,小区,户数
0,164948.21121419253,142.93789503361216,22.30061728395062,39.08641975308642,进步小学,展览路学区,0.05274294571357898,2.9062039406461646,1.980522037708134,4.993097398323322,车公庄大街北里,2516
1,125234.06883448591,111.434696381172,21.956734006734006,24.383838383838384,西城区实验小学,陶然亭-白纸坊学区,-0.08456346668524496,0.5686223830447145,-3.087525677195277,-9.709483970924712,中华家园,192
2,157664.60995297437,148.58226676619196,30.638395061728396,38.77037037037037,育翔小学,德胜学区,0.04809772200171566,1.2183808169303416,2.907345800833255,4.6770480156072765,新明胡同小区,919
3,138331.38174074632,119.03188022898561,26.35272331154684,30.71895424836601,三义里小学,广安门外学区,-0.01653922604470423,0.9425175505664836,-1.5225151617810155,-3.3743681063970854,三义西里,578
4,168686.14125853524,155.54156134679982,24.889135802469138,36.32592592592593,五路通小学,德胜学区,0.028115805964786588,1.7369243177572005,0.46290135638881225,2.2326035711628336,北广家园,483
5,182569.11750922436,171.46005280440394,38.806666666666665,38.77037037037037,育翔小学,德胜学区,0.04099869214719703,0.780196516778643,2.907345800833255,4.6770480156072765,新风北里,460
6,149657.31856442953,131.51774903192177,23.448474945533768,24.71895424836601,椿树馆小学,广安门外学区,-0.06689094863241793,0.4988466091115857,-7.5225151617810155,-9.374368106397085,车站东街甲9号院,156
7,137458.64825324633,118.68820875232787,32.525816993464055,30.71895424836601,三义里小学,广安门外学区,-0.01659482623997678,0.5884200014102984,-1.5225151617810155,-3.3743681063970854,马连道路5号院,406
8,143914.84152072755,131.59367345022326,21.666666666666664,34.96969696969697,北京第二实验小学白云路分校,月坛学区,0.022184451867733435,2.4980361351139058,-4.308296559614284,0.8763746149338729,汽北小区,1122
9,154873.2062969964,134.21322223066744,26.009368191721133,30.71895424836601,三义里小学,广安门外学区,-0.01440695468854698,0.9751576121263451,-1.5225151617810155,-3.3743681063970854,三义里,749
10,168549.51265180763,159.39759169683757,27.9304347826087,31.526570048309186,北京市第十三中学附属小学,什刹海学区,-0.006218601367238773,0.8851151198817574,-6.334165626300457,-2.5667523064539104,新街口东街,326
11,137225.03799073596,122.44984398559204,21.198148148148146,24.383838383838384,西城区实验小学,陶然亭-白纸坊学区,-0.07577531276272664,0.6531420089064822,-3.087525677195277,-9.709483970924712,建功东里,350
12,158848.75776516018,148.9593182808541,20.81134259259259,54.013888888888886,黄城根小学官园分校,新街口学区,0.16300449689104426,6.988609746630442,13.047695390781563,19.92056653412579,官园胡同小区,436
13,136965.4698043333,125.21215447644053,29.16601307189542,33.16339869281046,康乐里小学,广安门内-牛街学区,0.0068772979651765724,0.9266714648282137,0.4146449017333893,-0.9299236619526354,长椿苑,204
14,174428.56437481928,153.25517510028237,24.972800925925927,33.791666666666664,北京第二实验小学玉桃园分校,新街口学区,0.01006015197366229,1.4351083157636497,-7.174526831440659,-0.3016556880964316,玉桃园(二区),768
15,160044.25895510262,149.03371419718204,23.278114478114478,42.96969696969697,中古友谊小学,月坛学区,0.07960869656609965,3.0513241153034922,3.691703440385716,8.876374614933873,三里河东路甲8号院,193
16,139812.0503855833,120.9255901283018,27.029847494553376,28.052287581699346,登莱小学,广安门内-牛街学区,-0.04176549685130061,0.6402955879156705,-4.696466209377725,-6.04103477306375,南线里小区,632
17,150057.62756741483,143.0236149971396,27.356397306397305,34.92929292929293,北京第一实验小学前门分校,大栅栏-椿树-天桥学区,0.019861788404820824,1.2323791015770984,5.796555406848633,0.8359705745298314,前门西大街小区,1024
18,161226.9465363526,149.58924591915695,22.173905723905722,42.96969696969697,中古友谊小学,月坛学区,0.07927650623012637,3.6055495555370958,3.691703440385716,8.876374614933873,三里河一区(5号院),608
19,163533.6736074617,143.51687935021727,21.425514403292183,39.30864197530863,展览路第一小学,展览路学区,0.054251567396355935,3.4249622793782213,2.2027442599303484,5.215319620545536,百万庄午区,289
20,136009.5416668333,119.14970344952023,26.882135076252723,31.6078431372549,宣武回民小学,广安门内-牛街学区,-0.00786441377903187,0.9786619958800136,-1.1409106538221714,-2.485479217508196,牛街东里(二区),340
21,129505.00504517213,117.4287513565289,25.589730639730636,21.050505050505052,白纸坊小学,陶然亭-白纸坊学区,-0.1125560759532123,0.0,-6.420859010528609,-13.042817304258044,恬心家园,672
22,200363.31225571388,178.8733074775208,28.84219001610306,28.19323671497585,鸦儿胡同小学,什刹海学区,-0.025996337864024617,0.5603207213704388,-9.667498959633793,-5.900085639787246,前马厂胡同小区,72
23,131328.61717198594,117.63054489035675,23.78973063973064,24.383838383838384,西城区实验小学,陶然亭-白纸坊学区,-0.07938480243713567,0.43317508586930364,-3.087525677195277,-9.709483970924712,建功北里(三区),486
24,147451.15770491483,130.46082232697495,30.517171717171713,26.707070707070706,新世纪实验小学,大栅栏-椿树-天桥学区,-0.05007202005143443,0.3922026380296486,-2.4256668153735887,-7.38625164769239,北纬路49号院,183
25,174041.4134704425,151.7777618248268,29.25699588477366,39.08641975308642,进步小学,展览路学区,0.04929749112619628,1.3702621006422129,1.980522037708134,4.993097398323322,九和苑,464
26,165165.13808305757,155.57326492941357,19.331803542673107,53.971014492753625,黄城根小学,什刹海学区,0.15494663531288594,10.169468531310422,16.110278818143982,19.87769213799053,太平仓胡同小区,555
27,288873.6918455577,269.4008389832192,22.364251207729467,31.526570048309186,北京市第十三中学附属小学,什刹海学区,-0.003514178626495796,1.6709201244982845,-6.334165626300457,-2.5667523064539104,大翔凤胡同,102
28,167245.58971039442,147.23946891514595,25.69753086419753,32.419753086419746,北京市西城外国语学校附属小学,展览路学区,3.2834355210634396e-05,1.1839367943713324,-4.686144628958537,-1.6735692683433498,北礼士路乙56号小区,234
29,165729.85341664442,145.0900457592329,18.940740740740743,32.419753086419746,北京市西城外国语学校附属小学,展览路学区,3.3383009487842466e-05,3.994637012500489,-4.686144628958537,-1.6735692683433498,北礼士路149号院,272
30,144898.2012324583,125.25498845896675,30.79041394335512,28.718954248366014,青年湖小学,广安门外学区,-0.03397593894691305,0.5218122591783458,-3.522515161781012,-5.374368106397082,广南小区,494
31,171850.8368199584,149.38442254859024,27.042047930283225,28.718954248366014,青年湖小学,广安门外学区,-0.027808499451997273,0.7004790713830835,-3.522515161781012,-5.374368106397082,源屋曲,589
32,168546.87279876138,148.851053432443,23.29156378600823,39.30864197530863,阜成门外第一小学,展览路学区,0.05206576007159538,2.53692667167426,2.2027442599303484,5.215319620545536,阜成门南大街小区,1402
33,169549.16884602443,156.90376235910642,25.338047138047138,27.939393939393938,北京市第十五中学附属小学,陶然亭-白纸坊学区,-0.031870250917221864,0.7452737405748004,0.46802987836027654,-6.153928415369158,黑窑厂西里小区,870
34,160177.9646426026,148.69199350051656,25.216498316498317,42.96969696969697,中古友谊小学,月坛学区,0.07981442119148491,2.4029233722131997,3.691703440385716,8.876374614933873,三里河北街3号院,1166
35,161742.39985042711,146.1702096569989,25.04041394335512,34.49673202614379,北京小学广内分校,广安门内-牛街学区,0.016045223177833273,1.5030768907186276,1.747978235066718,0.40340967138069317,槐柏树街北里,872
