,综合打分,市学科带头人人数,市级优秀教师人数,环境管理评级通过批次,家长评分,学校等级,学区房平均价格,学区房溢价,所属学区,多校划片后原学区房的平均溢价,多校划片后原学区房的平均价格,学校
43,38.66666666666666,0,0,2,7.0,区重点,157386.80538,39220.10297602521,德胜学区,40946.707466296866,159113.40987027166,五路通小学
44,49.333333333333336,0,0,2,8.0,市重点,131415.61584375004,13248.91343977525,德胜学区,40946.70746629678,159113.40987027157,北京西城区师范学校附属小学
45,59.333333333333336,0,3,2,8.0,市重点,200981.2005661765,82814.49816220171,金融街学区,25508.554078388217,143675.256482363,奋斗小学
46,35.333333333333336,0,2,1,7.0,区重点,198212.19901875002,80045.49661477523,金融街学区,25508.554078388246,143675.25648236304,西单小学
47,22.000000000000004,0,0,1,7.0,普通,173650.69574999998,55483.99334602519,金融街学区,25508.554078388275,143675.25648236307,华嘉小学
48,18.0,0,0,1,6.0,普通,191118.92625000002,72952.22384602523,金融街学区,25508.554078388246,143675.25648236304,北京第二实验小学涭水河分校
49,90.0,1,6,1,9.0,全国重点,212029.63031250003,93862.92790852523,金融街学区,25508.554078388217,143675.256482363,北京第二实验小学
50,39.33333333333333,0,0,1,8.0,市重点,106312.53474264705,-11854.167661327738,广安门外学区,18795.18854658077,136961.89095055556,北京小学天宁寺分校
51,18.0,0,0,1,6.0,普通,100662.26140384616,-17504.44100012863,陶然亭-白纸坊学区,-88.69250299918349,118078.00990097561,西城区实验小学
52,28.666666666666664,0,0,1,7.0,区重点,155574.7948125,37408.09240852522,长安街学区,41477.315179800804,159644.0175837756,顺城街第一小学
53,25.33333333333333,0,0,0,7.0,市重点,105084.79852500002,-13081.903878974772,广安门外学区,18795.188546580743,136961.89095055553,北京小学广外分校
