,综合打分,市学科带头人人数,市级优秀教师人数,环境管理评级通过批次,家长评分,学校等级,学区房平均价格,学区房溢价,所属学区,多校划片后原学区房的平均溢价,多校划片后原学区房的平均价格,学校
0,28.666666666666664,0,0,1,7.0,区重点,135110.81272500003,11035.775200826494,新街口学区,42128.19605689577,166203.2335810693,北京第二实验小学玉桃园分校
1,18.0,0,0,1,6.0,普通,129610.98458437502,5535.947060201492,大栅栏-椿树-天桥学区,30227.05104636631,154302.08857053984,新世纪实验小学
2,18.0,0,0,1,6.0,普通,97697.12518125004,-26377.91234292349,广安门外学区,19734.947973909817,143809.98549808335,红莲小学
3,18.666666666666668,0,0,0,7.0,区重点,161137.47565125005,37062.438127076515,长安街学区,43551.180938790814,167626.21846296435,力学小学
4,20.0,0,0,2,4.0,普通,108806.17702500003,-15268.860499173505,广安门内-牛街学区,19734.947973909817,143809.98549808335,登莱小学
5,38.66666666666666,0,0,2,7.0,区重点,132888.18162980775,8813.144105634216,展览路学区,38808.870075595856,162883.9075997694,展览路第一小学
6,32.666666666666664,0,1,0,8.0,市重点,140380.03231875005,16304.994794576516,陶然亭-白纸坊学区,-93.12712814917904,123981.91039602435,育才小学
7,28.666666666666664,0,0,1,7.0,区重点,148944.22889062503,24869.1913664515,月坛学区,31295.689937179035,155370.72746135257,北京第二实验小学白云路分校
8,0.0,0,0,0,4.0,普通,185567.2875,61492.249975826475,什刹海学区,52111.70348075914,176186.74100493267,雷锋小学
9,22.000000000000004,0,0,1,7.0,普通,186631.46322187505,62556.42569770152,什刹海学区,52111.70348075908,176186.7410049326,北京市第十三中学附属小学
10,12.0,0,0,0,7.0,普通,151720.5536929688,27645.516168795264,什刹海学区,52111.70348075911,176186.74100493264,鸦儿胡同小学
11,42.00000000000001,0,1,2,7.0,区重点,181508.83679855772,57433.79927438419,什刹海学区,52111.70348075911,176186.74100493264,厂桥小学
12,24.666666666666668,0,0,1,6.0,区重点,171033.73249921878,46958.69497504525,什刹海学区,52111.70348075908,176186.7410049326,西什库小学
13,49.333333333333336,0,0,2,8.0,市重点,151688.15707500002,27613.119550826494,月坛学区,31295.689937179064,155370.7274613526,三里河第三小学
14,52.666666666666664,0,1,2,8.0,市重点,156511.10580000005,32436.068275826517,月坛学区,31295.689937179035,155370.72746135257,中古友谊小学
15,46.0,0,2,1,8.0,市重点,158535.14880000002,34460.11127582649,月坛学区,31295.689937179064,155370.7274613526,育民小学
16,38.66666666666666,0,4,0,7.0,市重点,121768.61736375003,-2306.4201604234986,陶然亭-白纸坊学区,-93.12712814913539,123981.9103960244,宣武师范学校附属第一小学
17,35.333333333333336,0,1,2,7.0,普通,142084.33414875003,18009.2966245765,陶然亭-白纸坊学区,-93.12712814914994,123981.91039602438,陶然亭小学
18,28.666666666666664,0,0,1,7.0,区重点,121822.53825000001,-2252.4992741735186,陶然亭-白纸坊学区,-93.12712814914994,123981.91039602438,北京市第十五中学附属小学
19,18.666666666666668,0,0,0,7.0,区重点,164089.2414164063,40014.20389223276,陶然亭-白纸坊学区,-93.12712814914994,123981.91039602438,北京市第八中学附属小学
20,8.0,0,0,0,6.0,普通,111694.2505696023,-12380.786954571231,陶然亭-白纸坊学区,-93.12712814916449,123981.91039602437,白纸坊小学
21,18.666666666666668,0,0,0,7.0,区重点,125838.49694062503,1763.4594164515001,展览路学区,38808.870075595914,162883.90759976945,奋斗小学银河校区
22,38.66666666666666,0,0,2,7.0,区重点,133995.0564072581,9920.018883084558,展览路学区,38808.870075595914,162883.90759976945,阜成门外第一小学
23,18.0,0,0,1,6.0,普通,131733.69067687503,7658.653152701503,展览路学区,38808.870075595885,162883.90759976942,北京市西城外国语学校附属小学
24,38.0,0,1,2,6.0,区重点,126074.36526057693,1999.3277364034002,展览路学区,38808.87007559594,162883.90759976947,进步小学
25,35.333333333333336,0,2,1,7.0,区重点,133834.53116250003,9759.493638326501,广安门内-牛街学区,19734.947973909817,143809.98549808335,康乐里小学
26,30.666666666666664,0,2,2,5.0,普通,115647.45136875004,-8427.586155423487,广安门内-牛街学区,19734.947973909788,143809.98549808332,宣武回民小学
27,39.33333333333333,0,0,1,8.0,市重点,127957.50779765628,3882.4702734827442,广安门内-牛街学区,19734.947973909817,143809.98549808335,北京小学广内分校
28,35.333333333333336,0,0,1,7.0,市重点,196975.54296000005,72900.50543582652,长安街学区,43551.18093879084,167626.21846296437,自忠小学
29,27.999999999999996,0,0,2,6.0,普通,108096.50340733699,-15978.534116836541,广安门外学区,19734.947973909788,143809.98549808332,三义里小学
30,49.333333333333336,0,0,2,8.0,市重点,116941.56035625003,-7133.477167923498,广安门外学区,19734.947973909817,143809.98549808335,北京小学红山分校
31,22.000000000000004,0,0,1,7.0,普通,107258.36487187502,-16816.672652298512,广安门外学区,19734.947973909817,143809.98549808335,青年湖小学
32,38.66666666666666,0,0,2,7.0,区重点,110634.3804234375,-13440.657100736033,广安门外学区,19734.947973909817,143809.98549808335,北京第二实验小学广外分校
33,10.0,0,0,1,4.0,普通,116619.78364615385,-7455.253878019677,广安门外学区,19734.947973909817,143809.98549808335,椿树馆小学
34,10.0,0,0,1,4.0,普通,158810.92723125,34735.88970707648,大栅栏-椿树-天桥学区,30227.051046366338,154302.08857053987,炭儿胡同小学
35,42.666666666666664,0,1,1,8.0,市重点,166185.14318437505,42110.105660201516,大栅栏-椿树-天桥学区,30227.05104636631,154302.08857053984,北京第一实验小学前门分校
36,20.0,0,0,2,4.0,普通,177735.09194437502,53660.054420201486,新街口学区,42128.1960568958,166203.23358106933,京师附小
37,22.000000000000004,0,0,1,7.0,普通,155656.86215625005,31581.824632076517,新街口学区,42128.19605689577,166203.2335810693,志成小学
38,89.33333333333333,1,6,2,8.0,市重点,172406.8539971591,48331.81647298558,新街口学区,42128.1960568958,166203.23358106933,黄城根小学官园分校
39,89.33333333333333,1,6,2,8.0,市重点,186172.40702812508,62097.369503951544,什刹海学区,52111.70348075908,176186.7410049326,黄城根小学
40,46.0,0,2,1,8.0,市重点,175018.41247956088,50943.37495538735,德胜学区,42994.04283961168,167069.0803637852,育翔小学
41,24.666666666666668,0,0,1,6.0,区重点,152090.21953125,28015.18200707648,德胜学区,42994.042839611706,167069.08036378524,三帆中学附属小学
42,18.666666666666668,0,0,0,7.0,区重点,172141.1295975,48066.092073326465,德胜学区,42994.042839611735,167069.08036378527,北京第二实验小学德胜校区
43,38.66666666666666,0,0,2,7.0,区重点,165256.14564900004,41181.10812482651,德胜学区,42994.04283961168,167069.0803637852,五路通小学
44,49.333333333333336,0,0,2,8.0,市重点,137986.3966359375,13911.359111763973,德胜学区,42994.042839611706,167069.08036378524,北京西城区师范学校附属小学
45,59.333333333333336,0,3,2,8.0,市重点,211030.26059448533,86955.2230703118,金融街学区,26783.981782307645,150859.01930648118,奋斗小学
46,35.333333333333336,0,2,1,7.0,区重点,208122.80896968752,84047.771445514,金融街学区,26783.981782307645,150859.01930648118,西单小学
47,22.000000000000004,0,0,1,7.0,普通,182333.2305375,58258.19301332647,金融街学区,26783.981782307645,150859.01930648118,华嘉小学
48,18.0,0,0,1,6.0,普通,200674.8725625,76599.83503832648,金融街学区,26783.981782307645,150859.01930648118,北京第二实验小学涭水河分校
49,90.0,1,6,1,9.0,全国重点,222631.11182812505,98556.07430395152,金融街学区,26783.981782307616,150859.01930648115,北京第二实验小学
50,39.33333333333333,0,0,1,8.0,市重点,111628.16147977943,-12446.8760443941,广安门外学区,19734.947973909846,143809.98549808338,北京小学天宁寺分校
51,18.0,0,0,1,6.0,普通,105695.37447403847,-18379.66305013506,陶然亭-白纸坊学区,-93.12712814914994,123981.91039602438,西城区实验小学
52,28.666666666666664,0,0,1,7.0,区重点,163353.53455312504,39278.497028951504,长安街学区,43551.18093879084,167626.21846296437,顺城街第一小学
53,25.33333333333333,0,0,0,7.0,市重点,110339.03845125003,-13735.9990729235,广安门外学区,19734.947973909817,143809.98549808335,北京小学广外分校
